Location,Variable,Date,Actual,Day0,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9
KATL,MaxPoP,2016-12-03,88,67,83,32,30,67,40,10,21,32,53
KATL,MaxPoP,2016-12-04,99,100,100,97,97,92,79,71,33,34,58
KATL,MaxPoP,2016-12-05,99,98,97,100,99,58,75,20,65,35,58
KATL,MaxPoP,2016-12-06,95,81,100,99,100,93,58,73,33,40,58
KATL,MaxPoP,2016-12-07,14,9,9,9,8,8,12,39,58,24,55
KATL,MaxPoP,2016-12-08,8,7,8,12,33,58,56,58,58,58,58
KATL,MaxPoP,2016-12-09,2,1,1,1,1,2,1,3,0,2,15
KATL,MaxPoP,2016-12-10,3,3,3,2,3,2,2,1,2,5,4
KATL,MaxPoP,2016-12-11,15,35,38,8,18,15,24,31,58,54,58
KATL,MaxPoP,2016-12-12,74,74,60,49,37,69,82,70,58,24,58
KATL,MaxPoP,2016-12-13,59,78,61,78,58,58,24,24,56,54,42
KATL,MaxPoP,2016-12-14,24,15,18,41,58,24,58,22,19,23,54
KATL,MaxPoP,2016-12-15,5,1,4,4,4,6,22,10,2,22,40
KATL,MaxPoP,2016-12-16,2,10,5,4,7,0,21,54,13,9,34
KATL,MaxPoP,2016-12-17,38,32,45,57,71,56,24,58,58,58,58
KATL,MaxPoP,2016-12-18,89,92,89,94,92,81,81,58,58,58,58
KATL,MaxPoP,2016-12-19,61,30,16,39,44,52,79,72,44,34,58
KATL,MaxPoP,2016-12-20,14,8,10,8,13,17,38,49,35,58,57
KATL,MaxPoP,2016-12-21,9,9,9,9,19,58,20,45,58,58,58
KATL,MaxPoP,2016-12-22,3,4,4,4,24,77,58,45,58,58,58
KATL,MaxPoP,2016-12-23,5,4,4,4,6,6,8,15,32,24,36
KATL,MaxPoP,2016-12-24,9,15,9,12,32,31,24,36,20,18,58
KATL,MaxPoP,2016-12-25,9,9,9,9,11,21,24,19,36,30,58
KATL,MaxPoP,2016-12-26,35,43,34,24,30,36,24,22,22,24,58
KATL,MaxPoP,2016-12-27,20,52,31,63,24,36,43,54,12,17,58
KATL,MaxPoP,2016-12-28,23,51,38,30,24,58,40,52,35,10,38
KATL,MaxPoP,2016-12-29,96,84,82,77,50,58,58,58,58,58,58
KATL,MaxPoP,2016-12-30,1,2,2,2,1,1,3,5,11,24,58
KATL,MaxPoP,2016-12-31,78,77,72,34,65,71,42,58,22,32,5
KATL,MaxPoP,2017-01-01,94,97,95,98,96,92,83,71,58,42,58
KATL,MaxPoP,2017-01-02,98,98,99,97,100,58,77,74,58,37,41
KATL,MaxPoP,2017-01-03,81,20,85,88,88,70,53,67,56,58,58
KATL,MaxPoP,2017-01-04,14,nan,16,8,8,15,58,33,40,35,58
KATL,MaxPoP,2017-01-05,5,4,nan,5,5,6,46,58,51,24,54
KATL,MaxPoP,2017-01-06,97,90,85,nan,49,12,10,58,58,58,48
KATL,MaxPoP,2017-01-07,96,68,79,75,nan,39,35,24,58,58,58
KATL,MaxPoP,2017-01-08,3,nan,5,4,4,nan,7,11,30,8,47
KATL,MaxPoP,2017-01-09,3,2,nan,5,4,4,nan,7,12,13,10
KATL,MaxPoP,2017-01-10,6,6,8,nan,7,16,16,nan,7,24,24
KATL,MaxPoP,2017-01-11,15,15,13,8,nan,79,58,71,nan,42,55
KATL,MaxPoP,2017-01-12,8,8,15,9,9,nan,24,35,24,nan,58
KATL,MaxPoP,2017-01-13,23,11,19,11,9,14,nan,24,52,23,nan
KATL,MaxPoP,2017-01-14,19,18,31,11,10,15,16,nan,48,53,49
KATL,MaxPoP,2017-01-15,8,9,10,11,9,10,24,35,nan,31,44
KATL,MaxPoP,2017-01-16,36,18,45,32,20,24,12,22,54,nan,58
KATL,MaxPoP,2017-01-17,21,16,16,21,30,10,19,39,38,58,nan
KATL,MaxPoP,2017-01-18,35,34,24,36,71,81,58,58,58,37,58
KATL,MaxPoP,2017-01-19,59,70,93,100,94,71,64,58,58,58,43
KATL,MaxPoP,2017-01-20,96,91,77,85,99,93,79,58,45,58,49
KATL,MaxPoP,2017-01-21,99,99,94,94,86,61,64,53,58,58,58
KATL,MaxPoP,2017-01-22,99,99,94,96,96,93,82,74,58,58,58
KATL,MaxPoP,2017-01-23,94,77,70,60,69,57,80,69,41,58,58
KATL,MaxPoP,2017-01-24,6,7,8,7,7,6,11,14,30,24,58
KATL,MaxPoP,2017-01-25,6,43,85,53,23,45,48,59,58,42,9
KATL,MaxPoP,2017-01-26,93,58,95,58,24,31,33,33,55,24,53
KATL,MaxPoP,2017-01-27,6,5,6,5,4,4,5,9,24,57,48
KATL,MaxPoP,2017-01-28,2,nan,4,5,4,4,10,6,5,16,14
KATL,MaxPoP,2017-01-29,16,14,nan,9,6,7,6,7,4,12,7
KATL,MaxPoP,2017-01-30,6,6,6,nan,6,4,6,11,4,7,24
KATL,MaxPoP,2017-01-31,5,6,7,8,nan,7,6,7,6,7,24
KATL,MaxPoP,2017-02-01,8,24,8,9,9,nan,9,7,16,21,24
KATL,MaxPoP,2017-02-02,48,34,24,21,53,32,nan,18,7,3,6
KATL,MaxPoP,2017-02-03,39,30,35,52,40,59,48,nan,21,4,53
KATL,MaxPoP,2017-02-04,2,2,3,4,8,7,6,20,nan,36,20
KATL,MaxPoP,2017-02-05,84,45,10,15,24,79,63,39,39,nan,58
KATL,MaxPoP,2017-02-06,56,65,51,47,40,37,37,21,24,33,nan
KATL,MaxPoP,2017-02-07,98,86,83,70,88,85,68,35,37,58,40
KATL,MaxPoP,2017-02-08,33,64,33,79,39,44,84,68,58,58,58
KATL,MaxPoP,2017-02-09,60,19,75,50,64,57,21,24,34,35,57
KATL,MaxPoP,2017-02-10,2,2,2,2,3,3,15,6,5,6,10
KATL,MaxPoP,2017-02-11,12,15,7,7,7,7,7,11,6,5,3
KATL,MaxPoP,2017-02-12,59,51,38,47,31,15,31,13,17,53,54
KATL,MaxPoP,2017-02-13,3,3,4,4,7,36,24,35,34,49,58
KATL,MaxPoP,2017-02-14,9,17,3,14,6,12,58,64,5,16,19
KATL,MaxPoP,2017-02-15,94,97,90,87,95,58,58,54,58,46,31
KATL,MaxPoP,2017-02-16,2,3,3,3,3,3,9,14,24,24,58
KATL,MaxPoP,2017-02-17,2,4,4,5,6,6,5,3,17,8,17
KATL,MaxPoP,2017-02-18,58,55,50,48,59,65,11,10,5,14,24
KATL,MaxPoP,2017-02-19,13,11,9,15,10,15,15,11,24,8,21
KATL,MaxPoP,2017-02-20,7,7,9,9,9,9,9,19,57,58,13
KATL,MaxPoP,2017-02-21,90,68,60,15,69,15,13,24,58,58,58
KATL,MaxPoP,2017-02-22,81,52,84,69,37,53,24,24,33,58,58
KATL,MaxPoP,2017-02-23,15,10,21,13,32,16,10,35,23,24,35
KATL,MaxPoP,2017-02-24,9,9,9,10,17,24,23,45,24,22,40
KATL,MaxPoP,2017-02-25,32,37,36,36,41,24,43,46,52,48,47
KATL,MaxPoP,2017-02-26,3,2,3,3,2,2,3,4,4,19,9
KATL,MaxPoP,2017-02-27,59,88,41,83,59,88,9,24,24,23,58
KATL,MaxPoP,2017-02-28,15,23,23,32,48,48,35,24,24,48,58
KATL,MaxPoP,2017-03-01,83,83,80,62,86,48,48,58,58,35,58
KATL,MaxPoP,2017-03-02,2,2,19,4,8,37,38,14,58,37,58
KATL,MaxPoP,2017-03-03,4,2,3,4,4,3,3,6,12,23,32
KATL,MaxPoP,2017-03-04,2,1,3,3,3,2,2,2,8,21,58
KATL,MaxPoP,2017-03-05,3,2,2,3,3,5,9,17,24,24,24
KATL,MaxPoP,2017-03-06,20,24,6,30,22,11,53,58,58,58,54
KATL,MaxPoP,2017-03-07,97,96,93,90,58,58,58,30,24,30,12
KATL,MaxPoP,2017-03-08,78,78,74,75,58,19,58,58,24,17,23
KATL,MaxPoP,2017-03-09,2,2,2,4,2,3,2,3,58,7,15
KATL,MaxPoP,2017-03-10,94,88,71,15,22,34,6,41,12,8,24
KATL,MaxPoP,2017-03-11,83,35,48,81,72,85,58,14,58,58,24
KATL,MaxPoP,2017-03-12,98,97,88,91,94,83,84,58,57,30,58
KATL,MaxPoP,2017-03-13,82,99,90,98,44,15,14,24,39,58,55
KATL,MaxPoP,2017-03-14,96,90,42,15,56,24,17,37,24,58,58
KATL,MaxPoP,2017-03-15,2,nan,2,2,3,3,2,6,14,17,58
